Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Device_Type,Health_Impact_Type,Device_Share,Edu_Recreational_Percent
9,Female,0.22,Smartphone,False,0.51,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,51.0
18,Female,5.07,TV,True,0.4,poor sleep,Urban,Late teens,Wallmounted,Physical,0.25607495881383857,40.0
14,Male,4.74,Laptop,True,0.35,eye strain,Urban,Teenagers,Portable,Physical,0.1475494233937397,35.0
13,Female,4.37,Smartphone,True,0.45,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,45.0
9,Male,6.41,Tablet,True,0.4,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,40.0
15,Male,4.71,Tablet,True,0.45,no health impact,Urban,Teenagers,Portable,None,0.12602965403624383,45.0
14,Male,3.53,Laptop,True,0.47,"poor sleep, anxiety",Rural,Teenagers,Portable,Physical & Mental,0.1475494233937397,47.0
18,Female,5.69,Tablet,True,0.37,"poor sleep, anxiety, obesity risk",Urban,Late teens,Portable,Physical & Mental,0.12602965403624383,37.0
12,Male,5.89,Smartphone,True,0.42,"eye strain, obesity risk",Urban,Pre-teens,Portable,Physical,0.47034596375617793,42.0
12,Female,5.56,Smartphone,True,0.33,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,33.0
14,Female,3.16,TV,True,0.37,no health impact,Urban,Teenagers,Wallmounted,None,0.25607495881383857,37.0
16,Female,6.05,Smartphone,True,0.39,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,39.0
18,Male,6.08,TV,True,0.5,anxiety,Rural,Late teens,Wallmounted,Mental,0.25607495881383857,50.0
16,Female,2.65,Laptop,False,0.33,no health impact,Urban,Teenagers,Portable,None,0.1475494233937397,33.0
16,Male,5.02,Laptop,True,0.45,poor sleep,Urban,Teenagers,Portable,Physical,0.1475494233937397,45.0
13,Male,6.55,Tablet,True,0.34,poor sleep,Rural,Teenagers,Portable,Physical,0.12602965403624383,34.0
17,Male,2.88,Smartphone,False,0.36,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,36.0
13,Female,4.3,Tablet,True,0.41,no health impact,Urban,Teenagers,Portable,None,0.12602965403624383,41.0
10,Male,6.32,Tablet,True,0.51,"poor sleep, eye strain",Rural,Pre-teens,Portable,Physical,0.12602965403624383,51.0
8,Male,1.43,Smartphone,False,0.49,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,49.0
14,Male,3.39,TV,True,0.4,poor sleep,Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,40.0
11,Male,5.73,Smartphone,True,0.34,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,34.0
8,Male,3.23,Tablet,True,0.45,"poor sleep, eye strain, anxiety",Rural,Pre-teens,Portable,Physical & Mental,0.12602965403624383,45.0
15,Female,4.6,TV,True,0.32,no health impact,Rural,Teenagers,Wallmounted,None,0.25607495881383857,32.0
13,Female,5.44,Smartphone,True,0.32,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,32.0
13,Male,4.71,TV,True,0.41,poor sleep,Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,41.0
9,Male,4.2,Tablet,True,0.5,anxiety,Urban,Pre-teens,Portable,Mental,0.12602965403624383,50.0
8,Male,6.48,TV,True,0.4,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,40.0
9,Female,4.37,Smartphone,True,0.44,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,44.0
11,Female,3.43,Smartphone,True,0.33,eye strain,Urban,Pre-teens,Portable,Physical,0.47034596375617793,33.0
9,Female,3.09,Smartphone,True,0.53,"poor sleep, eye strain, anxiety",Urban,Pre-teens,Portable,Physical & Mental,0.47034596375617793,53.0
8,Female,4.04,Tablet,True,0.41,"poor sleep, anxiety",Urban,Pre-teens,Portable,Physical & Mental,0.12602965403624383,41.0
14,Female,3.67,Smartphone,True,0.41,eye strain,Urban,Teenagers,Portable,Physical,0.47034596375617793,41.0
18,Male,3.31,Smartphone,True,0.3,"poor sleep, anxiety",Rural,Late teens,Portable,Physical & Mental,0.47034596375617793,30.0
18,Male,4.55,Tablet,True,0.49,poor sleep,Urban,Late teens,Portable,Physical,0.12602965403624383,49.0
15,Female,3.03,Tablet,True,0.48,"poor sleep, eye strain",Rural,Teenagers,Portable,Physical,0.12602965403624383,48.0
13,Female,2.08,Laptop,False,0.34,no health impact,Rural,Teenagers,Portable,None,0.1475494233937397,34.0
11,Female,2.41,Smartphone,False,0.45,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,45.0
13,Female,4.13,Smartphone,True,0.41,"poor sleep, eye strain, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,41.0
10,Male,2.94,Smartphone,True,0.41,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,41.0
15,Male,3.86,Smartphone,True,0.33,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,33.0
17,Female,4.93,Laptop,True,0.46,no health impact,Urban,Late teens,Portable,None,0.1475494233937397,46.0
9,Female,0.19,TV,False,0.49,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,49.0
12,Male,3.29,Smartphone,True,0.44,"eye strain, anxiety",Urban,Pre-teens,Portable,Physical & Mental,0.47034596375617793,44.0
8,Male,3.83,Tablet,True,0.48,poor sleep,Urban,Pre-teens,Portable,Physical,0.12602965403624383,48.0
13,Female,5.78,TV,True,0.44,no health impact,Urban,Teenagers,Wallmounted,None,0.25607495881383857,44.0
9,Female,3.57,Smartphone,True,0.56,"poor sleep, anxiety",Urban,Pre-teens,Portable,Physical & Mental,0.47034596375617793,56.00000000000001
11,Female,5.08,TV,True,0.49,"poor sleep, eye strain",Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,49.0
13,Female,5.97,TV,True,0.35,"poor sleep, anxiety",Urban,Teenagers,Wallmounted,Physical & Mental,0.25607495881383857,35.0
17,Female,5.15,Smartphone,True,0.43,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,43.0
18,Male,4.89,Smartphone,True,0.34,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,34.0
15,Female,4.64,Smartphone,True,0.48,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,48.0
15,Female,3.09,TV,True,0.41,eye strain,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,41.0
18,Female,3.27,Smartphone,True,0.32,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,32.0
13,Male,6.05,Laptop,True,0.32,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.1475494233937397,32.0
11,Male,3.19,TV,True,0.34,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,34.0
15,Female,3.67,TV,True,0.49,"poor sleep, obesity risk",Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,49.0
15,Male,5.98,Smartphone,True,0.32,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,32.0
17,Female,3.03,Smartphone,True,0.34,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,34.0
8,Male,4.09,Tablet,True,0.44,poor sleep,Rural,Pre-teens,Portable,Physical,0.12602965403624383,44.0
11,Female,4.26,TV,True,0.32,"poor sleep, anxiety",Urban,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,32.0
11,Male,5.15,Smartphone,True,0.46,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,46.0
14,Male,3.99,Laptop,True,0.46,no health impact,Urban,Teenagers,Portable,None,0.1475494233937397,46.0
18,Female,4.3,Smartphone,True,0.48,eye strain,Rural,Late teens,Portable,Physical,0.47034596375617793,48.0
14,Male,3.05,Laptop,True,0.3,"poor sleep, anxiety",Rural,Teenagers,Portable,Physical & Mental,0.1475494233937397,30.0
18,Female,5.22,Smartphone,True,0.34,"eye strain, anxiety",Rural,Late teens,Portable,Physical & Mental,0.47034596375617793,34.0
15,Female,6.67,Smartphone,True,0.45,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,45.0
18,Male,3.43,Smartphone,True,0.45,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,45.0
12,Female,3.7,Smartphone,True,0.48,"eye strain, obesity risk",Urban,Pre-teens,Portable,Physical,0.47034596375617793,48.0
14,Male,1.87,Laptop,False,0.39,no health impact,Urban,Teenagers,Portable,None,0.1475494233937397,39.0
15,Male,4.52,Smartphone,True,0.43,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,43.0
16,Female,4.05,Smartphone,True,0.31,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,31.0
10,Female,2.96,Smartphone,True,0.52,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,52.0
10,Female,0.0,TV,False,0.55,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,55.00000000000001
11,Male,5.97,Smartphone,True,0.37,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,37.0
12,Female,2.17,TV,False,0.34,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,34.0
17,Male,3.87,Laptop,True,0.34,eye strain,Urban,Late teens,Portable,Physical,0.1475494233937397,34.0
8,Male,2.73,TV,True,0.56,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,56.00000000000001
14,Female,3.61,Smartphone,True,0.36,"anxiety, obesity risk",Urban,Teenagers,Portable,Mental,0.47034596375617793,36.0
16,Female,5.26,TV,True,0.5,"poor sleep, eye strain",Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,50.0
15,Male,1.55,Laptop,False,0.5,no health impact,Rural,Teenagers,Portable,None,0.1475494233937397,50.0
12,Male,4.23,Smartphone,True,0.35,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,35.0
11,Female,5.41,Laptop,True,0.4,no health impact,Rural,Pre-teens,Portable,None,0.1475494233937397,40.0
14,Male,5.01,Tablet,True,0.37,poor sleep,Urban,Teenagers,Portable,Physical,0.12602965403624383,37.0
12,Female,4.24,Smartphone,True,0.41,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,41.0
14,Male,4.76,Smartphone,True,0.43,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,43.0
8,Female,0.37,TV,False,0.53,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,53.0
8,Female,4.23,Smartphone,True,0.57,"poor sleep, obesity risk",Urban,Pre-teens,Portable,Physical,0.47034596375617793,56.99999999999999
17,Female,5.19,Smartphone,True,0.33,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,33.0
10,Male,4.51,TV,True,0.48,poor sleep,Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,48.0
18,Male,5.0,Tablet,True,0.49,poor sleep,Urban,Late teens,Portable,Physical,0.12602965403624383,49.0
9,Male,1.7,Smartphone,False,0.52,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,52.0
9,Female,4.48,Smartphone,True,0.55,"eye strain, anxiety, obesity risk",Rural,Pre-teens,Portable,Physical & Mental,0.47034596375617793,55.00000000000001
14,Female,3.63,Tablet,True,0.36,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.12602965403624383,36.0
17,Male,3.71,Tablet,True,0.48,"eye strain, anxiety",Urban,Late teens,Portable,Physical & Mental,0.12602965403624383,48.0
9,Male,8.48,Smartphone,True,0.45,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,45.0
18,Male,2.58,Laptop,False,0.42,no health impact,Urban,Late teens,Portable,None,0.1475494233937397,42.0
11,Male,3.97,Laptop,True,0.3,poor sleep,Rural,Pre-teens,Portable,Physical,0.1475494233937397,30.0
9,Female,2.43,Smartphone,True,0.56,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,56.00000000000001
13,Female,4.47,Laptop,True,0.36,no health impact,Rural,Teenagers,Portable,None,0.1475494233937397,36.0
15,Female,4.44,TV,True,0.4,"poor sleep, eye strain, anxiety",Urban,Teenagers,Wallmounted,Physical & Mental,0.25607495881383857,40.0
17,Male,4.46,Smartphone,True,0.31,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,31.0
11,Male,4.76,Smartphone,True,0.36,"poor sleep, obesity risk",Urban,Pre-teens,Portable,Physical,0.47034596375617793,36.0
12,Male,5.64,Smartphone,True,0.31,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,31.0
11,Male,3.6,TV,True,0.4,eye strain,Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,40.0
10,Female,7.16,TV,True,0.48,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,48.0
12,Male,3.45,Smartphone,True,0.44,eye strain,Rural,Pre-teens,Portable,Physical,0.47034596375617793,44.0
16,Female,4.44,Laptop,True,0.34,poor sleep,Urban,Teenagers,Portable,Physical,0.1475494233937397,34.0
15,Female,3.34,Laptop,True,0.31,poor sleep,Rural,Teenagers,Portable,Physical,0.1475494233937397,31.0
15,Male,5.89,Laptop,True,0.5,no health impact,Rural,Teenagers,Portable,None,0.1475494233937397,50.0
15,Female,2.16,Smartphone,False,0.37,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,37.0
15,Female,6.75,Smartphone,True,0.31,obesity risk,Rural,Teenagers,Portable,Other,0.47034596375617793,31.0
14,Female,5.37,Smartphone,True,0.4,"poor sleep, obesity risk",Rural,Teenagers,Portable,Physical,0.47034596375617793,40.0
15,Female,2.76,Laptop,False,0.44,no health impact,Urban,Teenagers,Portable,None,0.1475494233937397,44.0
18,Female,4.14,TV,True,0.49,poor sleep,Urban,Late teens,Wallmounted,Physical,0.25607495881383857,49.0
15,Female,5.5,TV,True,0.44,"poor sleep, anxiety, obesity risk",Urban,Teenagers,Wallmounted,Physical & Mental,0.25607495881383857,44.0
15,Male,3.74,Smartphone,True,0.36,obesity risk,Rural,Teenagers,Portable,Other,0.47034596375617793,36.0
17,Male,6.68,Smartphone,True,0.37,"poor sleep, eye strain, obesity risk",Urban,Late teens,Portable,Physical,0.47034596375617793,37.0
14,Male,3.08,Smartphone,True,0.35,eye strain,Rural,Teenagers,Portable,Physical,0.47034596375617793,35.0
8,Female,3.5,TV,True,0.51,"poor sleep, eye strain",Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,51.0
11,Female,4.64,TV,True,0.42,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,42.0
11,Female,5.76,Smartphone,True,0.43,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,43.0
12,Female,2.86,Smartphone,False,0.37,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,37.0
17,Female,3.66,Smartphone,True,0.42,"poor sleep, eye strain",Urban,Late teens,Portable,Physical,0.47034596375617793,42.0
13,Male,2.55,TV,False,0.31,no health impact,Urban,Teenagers,Wallmounted,None,0.25607495881383857,31.0
11,Female,4.25,Smartphone,True,0.41,"eye strain, obesity risk",Urban,Pre-teens,Portable,Physical,0.47034596375617793,41.0
9,Female,0.89,Tablet,False,0.6,no health impact,Rural,Pre-teens,Portable,None,0.12602965403624383,60.0
13,Female,7.05,Smartphone,True,0.32,"eye strain, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.47034596375617793,32.0
15,Female,3.39,Smartphone,True,0.4,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,40.0
15,Male,3.99,Smartphone,True,0.48,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,48.0
14,Female,1.64,Laptop,False,0.44,no health impact,Rural,Teenagers,Portable,None,0.1475494233937397,44.0
13,Male,3.71,TV,True,0.34,poor sleep,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,34.0
9,Male,0.0,TV,False,0.47,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,47.0
14,Female,5.03,Laptop,True,0.49,no health impact,Urban,Teenagers,Portable,None,0.1475494233937397,49.0
18,Male,3.62,Laptop,True,0.39,anxiety,Rural,Late teens,Portable,Mental,0.1475494233937397,39.0
12,Female,3.73,Tablet,True,0.44,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,44.0
13,Male,6.38,Tablet,True,0.38,"poor sleep, eye strain, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.12602965403624383,38.0
17,Male,5.66,Tablet,True,0.45,poor sleep,Rural,Late teens,Portable,Physical,0.12602965403624383,45.0
15,Female,3.67,TV,True,0.39,obesity risk,Urban,Teenagers,Wallmounted,Other,0.25607495881383857,39.0
15,Male,3.12,Smartphone,True,0.49,"poor sleep, obesity risk",Rural,Teenagers,Portable,Physical,0.47034596375617793,49.0
10,Female,3.85,Smartphone,True,0.5,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,50.0
14,Male,4.94,Laptop,True,0.3,"poor sleep, eye strain, obesity risk",Urban,Teenagers,Portable,Physical,0.1475494233937397,30.0
8,Female,0.0,Smartphone,False,0.51,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,51.0
8,Female,0.0,Tablet,False,0.44,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,44.0
14,Female,5.44,Smartphone,True,0.46,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,46.0
17,Male,5.9,Smartphone,True,0.33,"poor sleep, eye strain, anxiety",Rural,Late teens,Portable,Physical & Mental,0.47034596375617793,33.0
16,Female,4.54,Smartphone,True,0.46,eye strain,Rural,Teenagers,Portable,Physical,0.47034596375617793,46.0
14,Male,5.4,TV,True,0.31,poor sleep,Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,31.0
17,Female,3.88,Smartphone,True,0.38,no health impact,Rural,Late teens,Portable,None,0.47034596375617793,38.0
12,Female,5.16,Smartphone,True,0.35,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,35.0
15,Male,3.63,TV,True,0.34,poor sleep,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,34.0
9,Male,3.22,TV,True,0.46,"poor sleep, obesity risk",Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,46.0
16,Male,3.31,Smartphone,True,0.35,anxiety,Rural,Teenagers,Portable,Mental,0.47034596375617793,35.0
13,Male,4.8,Smartphone,True,0.47,obesity risk,Rural,Teenagers,Portable,Other,0.47034596375617793,47.0
16,Female,6.47,TV,True,0.35,poor sleep,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,35.0
9,Male,0.4,TV,False,0.42,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,42.0
10,Female,0.0,TV,False,0.52,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,52.0
15,Female,5.69,TV,True,0.35,"poor sleep, obesity risk",Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,35.0
8,Female,4.8,Tablet,True,0.42,"poor sleep, eye strain, obesity risk",Rural,Pre-teens,Portable,Physical,0.12602965403624383,42.0
17,Male,4.8,Smartphone,True,0.35,"poor sleep, eye strain",Urban,Late teens,Portable,Physical,0.47034596375617793,35.0
14,Female,3.1,Tablet,True,0.46,"poor sleep, eye strain, anxiety",Rural,Teenagers,Portable,Physical & Mental,0.12602965403624383,46.0
14,Female,2.93,Tablet,False,0.38,no health impact,Rural,Teenagers,Portable,None,0.12602965403624383,38.0
8,Female,2.37,Smartphone,True,0.55,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,55.00000000000001
16,Female,4.44,Smartphone,True,0.47,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,47.0
15,Female,2.82,Smartphone,False,0.42,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,42.0
11,Female,5.23,Smartphone,True,0.44,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,44.0
17,Female,2.73,Smartphone,False,0.4,no health impact,Rural,Late teens,Portable,None,0.47034596375617793,40.0
18,Male,4.9,Smartphone,True,0.39,"poor sleep, obesity risk",Urban,Late teens,Portable,Physical,0.47034596375617793,39.0
12,Female,4.94,Smartphone,True,0.35,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,35.0
9,Female,0.0,Smartphone,False,0.4,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,40.0
16,Female,5.34,Smartphone,True,0.32,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,32.0
13,Male,5.49,TV,True,0.33,no health impact,Urban,Teenagers,Wallmounted,None,0.25607495881383857,33.0
10,Female,5.28,TV,True,0.47,"poor sleep, anxiety",Urban,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,47.0
14,Female,3.93,Smartphone,True,0.45,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,45.0
16,Male,4.04,Tablet,True,0.48,poor sleep,Urban,Teenagers,Portable,Physical,0.12602965403624383,48.0
10,Male,1.71,Tablet,False,0.44,no health impact,Rural,Pre-teens,Portable,None,0.12602965403624383,44.0
9,Male,8.47,Tablet,True,0.44,poor sleep,Rural,Pre-teens,Portable,Physical,0.12602965403624383,44.0
14,Male,4.31,Smartphone,True,0.33,"anxiety, obesity risk",Rural,Teenagers,Portable,Mental,0.47034596375617793,33.0
14,Male,4.44,Laptop,True,0.41,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.1475494233937397,41.0
11,Female,2.27,Smartphone,False,0.48,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,48.0
18,Male,5.57,Smartphone,True,0.48,"poor sleep, eye strain, obesity risk",Rural,Late teens,Portable,Physical,0.47034596375617793,48.0
16,Male,3.66,Smartphone,True,0.45,"poor sleep, eye strain, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,45.0
15,Male,3.09,TV,True,0.42,poor sleep,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,42.0
8,Male,0.0,Tablet,False,0.56,no health impact,Rural,Pre-teens,Portable,None,0.12602965403624383,56.00000000000001
8,Male,5.81,Smartphone,True,0.6,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,60.0
12,Female,4.95,Smartphone,True,0.35,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,35.0
13,Female,4.98,Smartphone,True,0.46,"eye strain, obesity risk",Rural,Teenagers,Portable,Physical,0.47034596375617793,46.0
10,Male,0.45,TV,False,0.57,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,56.99999999999999
16,Male,5.79,Smartphone,True,0.31,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,31.0
17,Male,5.82,Smartphone,True,0.37,"poor sleep, anxiety",Urban,Late teens,Portable,Physical & Mental,0.47034596375617793,37.0
13,Female,5.25,Laptop,True,0.5,"poor sleep, obesity risk",Rural,Teenagers,Portable,Physical,0.1475494233937397,50.0
11,Male,4.97,TV,True,0.46,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,46.0
14,Male,2.44,TV,False,0.48,no health impact,Urban,Teenagers,Wallmounted,None,0.25607495881383857,48.0
15,Female,3.73,Smartphone,True,0.43,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,43.0
16,Female,2.95,TV,False,0.46,no health impact,Urban,Teenagers,Wallmounted,None,0.25607495881383857,46.0
18,Male,4.74,Tablet,True,0.43,poor sleep,Urban,Late teens,Portable,Physical,0.12602965403624383,43.0
13,Male,2.77,TV,False,0.5,no health impact,Rural,Teenagers,Wallmounted,None,0.25607495881383857,50.0
13,Female,3.54,Smartphone,True,0.31,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,31.0
15,Male,4.36,Tablet,True,0.39,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.12602965403624383,39.0
12,Male,6.04,Laptop,True,0.49,"poor sleep, anxiety",Urban,Pre-teens,Portable,Physical & Mental,0.1475494233937397,49.0
10,Female,1.91,Tablet,False,0.6,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,60.0
10,Male,4.96,TV,True,0.53,"poor sleep, anxiety",Rural,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,53.0
13,Male,4.85,Smartphone,True,0.39,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,39.0
9,Male,2.4,Tablet,True,0.55,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,55.00000000000001
13,Female,1.87,TV,False,0.44,no health impact,Urban,Teenagers,Wallmounted,None,0.25607495881383857,44.0
13,Female,5.27,TV,True,0.44,poor sleep,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,44.0
15,Female,3.72,Smartphone,True,0.33,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,33.0
14,Female,4.74,TV,True,0.44,"poor sleep, anxiety",Urban,Teenagers,Wallmounted,Physical & Mental,0.25607495881383857,44.0
15,Male,4.19,Smartphone,True,0.49,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,49.0
16,Male,4.07,Smartphone,True,0.39,anxiety,Urban,Teenagers,Portable,Mental,0.47034596375617793,39.0
13,Male,3.38,Laptop,True,0.39,no health impact,Urban,Teenagers,Portable,None,0.1475494233937397,39.0
10,Female,0.0,Smartphone,False,0.55,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,55.00000000000001
17,Male,5.36,Tablet,True,0.5,"poor sleep, eye strain",Rural,Late teens,Portable,Physical,0.12602965403624383,50.0
10,Male,4.35,TV,True,0.51,anxiety,Urban,Pre-teens,Wallmounted,Mental,0.25607495881383857,51.0
18,Male,5.17,Tablet,True,0.44,obesity risk,Urban,Late teens,Portable,Other,0.12602965403624383,44.0
8,Female,6.31,Smartphone,True,0.54,obesity risk,Rural,Pre-teens,Portable,Other,0.47034596375617793,54.0
18,Female,3.31,Tablet,True,0.49,no health impact,Rural,Late teens,Portable,None,0.12602965403624383,49.0
12,Female,6.37,Smartphone,True,0.32,"eye strain, anxiety, obesity risk",Urban,Pre-teens,Portable,Physical & Mental,0.47034596375617793,32.0
11,Female,4.09,Smartphone,True,0.38,poor sleep,Rural,Pre-teens,Portable,Physical,0.47034596375617793,38.0
16,Female,4.3,Smartphone,True,0.32,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,32.0
16,Male,1.81,Smartphone,False,0.41,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,41.0
12,Female,3.58,Tablet,True,0.47,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,47.0
17,Male,3.58,Smartphone,True,0.3,"poor sleep, anxiety",Urban,Late teens,Portable,Physical & Mental,0.47034596375617793,30.0
11,Male,5.83,Smartphone,True,0.3,anxiety,Urban,Pre-teens,Portable,Mental,0.47034596375617793,30.0
14,Female,5.25,Tablet,True,0.47,poor sleep,Urban,Teenagers,Portable,Physical,0.12602965403624383,47.0
13,Male,4.07,Smartphone,True,0.44,anxiety,Urban,Teenagers,Portable,Mental,0.47034596375617793,44.0
11,Female,6.01,Smartphone,True,0.5,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,50.0
17,Male,5.38,Smartphone,True,0.35,"eye strain, anxiety",Rural,Late teens,Portable,Physical & Mental,0.47034596375617793,35.0
9,Male,6.25,TV,True,0.56,"poor sleep, eye strain, anxiety",Urban,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,56.00000000000001
8,Female,4.98,TV,True,0.56,"poor sleep, anxiety",Urban,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,56.00000000000001
11,Female,5.91,Smartphone,True,0.31,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,31.0
