Age,Age_Band,Avg_Screen_Time,Device_Category,Dynamic_Title,Edu_Recreation_Level,Educational_to_Recreational_Ratio,Exceeded_Recommended_Limit,Gender,Health_Impact_Category,Health_Impact_Perc,Health_Impacts,Most_Used_Device,Primary_Device,Total_Kids,Urban_or_Rural
13,Pre-Teen,4.21,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.36,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Laptop,Laptop,1,Urban
13,Pre-Teen,4.68,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.36,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.64,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.36,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Rural
13,Pre-Teen,3.27,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.36,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Tablet,Tablet,1,Urban
13,Pre-Teen,1.78,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.37,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
13,Pre-Teen,2.97,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
13,Pre-Teen,2.35,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
13,Pre-Teen,4.44,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Female,Both,100.0%,"Anxiety, Obesity Risk",Tablet,Tablet,1,Urban
13,Pre-Teen,5.59,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Female,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
13,Pre-Teen,3.19,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Female,Both,100.0%,"Eye Strain, Anxiety",Tablet,Tablet,1,Urban
13,Pre-Teen,5.43,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.97,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.37,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
13,Pre-Teen,3.59,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.84,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
13,Pre-Teen,3.14,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Female,Physical Health,100.0%,Eye Strain,Laptop,Laptop,1,Urban
13,Pre-Teen,3.63,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Female,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Urban
13,Pre-Teen,3.47,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.37,true,Female,Physical Health,100.0%,Eye Strain,Tablet,Tablet,1,Rural
13,Pre-Teen,5.42,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Female,Physical Health,100.0%,"Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Urban
13,Pre-Teen,3.33,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.37,true,Female,Physical Health,100.0%,Obesity Risk,Smartphone,Smartphone,1,Rural
13,Pre-Teen,6.13,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.37,true,Female,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Rural
13,Pre-Teen,4.11,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Female,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Urban
13,Pre-Teen,4.6033333333333335,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,3,Urban
13,Pre-Teen,3.35,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Male,Both,100.0%,"Anxiety, Obesity Risk",Smartphone,Smartphone,1,Urban
13,Pre-Teen,5.83,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Laptop,Laptop,1,Urban
13,Pre-Teen,5.71,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.84,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Male,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.76,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.37,true,Male,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Laptop,Laptop,1,Rural
13,Pre-Teen,4.69,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Male,Mental Health,100.0%,Anxiety,Laptop,Laptop,1,Urban
13,Pre-Teen,5.353333333333333,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,3,Urban
13,Pre-Teen,3.82,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Male,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Urban
13,Pre-Teen,3.58,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Male,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Urban
13,Pre-Teen,5.175,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,2,Urban
13,Pre-Teen,3.65,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.37,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Laptop,Laptop,1,Rural
13,Pre-Teen,6.86,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.37,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",Laptop,Laptop,1,Urban
13,Pre-Teen,2.65,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.38,false,Female,No Health Impacts,,No Health Impacts,Laptop,Laptop,1,Rural
13,Pre-Teen,2.76,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
13,Pre-Teen,2.2,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
13,Pre-Teen,5.24,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Female,Both,100.0%,"Poor Sleep, Anxiety, Obesity Risk",Smartphone,Smartphone,1,Urban
13,Pre-Teen,5.12,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Female,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Laptop,Laptop,1,Urban
13,Pre-Teen,3.37,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Female,Mental Health,100.0%,Anxiety,Smartphone,Smartphone,1,Urban
13,Pre-Teen,3.76,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.38,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
13,Pre-Teen,4.44,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.97,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.38,true,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
13,Pre-Teen,3.64,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Female,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.18,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Female,Physical Health,100.0%,Eye Strain,Tablet,Tablet,1,Urban
13,Pre-Teen,5,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.38,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
13,Pre-Teen,3.89,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.11,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Laptop,Laptop,1,Urban
13,Pre-Teen,6.17,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.38,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Tablet,Tablet,1,Rural
13,Pre-Teen,3.2,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Male,Both,100.0%,"Eye Strain, Anxiety",Laptop,Laptop,1,Urban
13,Pre-Teen,4.745,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,2,Urban
13,Pre-Teen,6.38,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Male,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Tablet,Tablet,1,Urban
13,Pre-Teen,5.183333333333334,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Male,No Health Impacts,,No Health Impacts,Laptop,Laptop,3,Urban
13,Pre-Teen,4.99,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.38,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
13,Pre-Teen,4.355,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
13,Pre-Teen,5.44,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Male,Physical Health,100.0%,Obesity Risk,Laptop,Laptop,1,Urban
13,Pre-Teen,3.57,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.38,true,Male,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Rural
13,Pre-Teen,4.095,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Male,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,4,Urban
13,Pre-Teen,5.025,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,2,Urban
13,Pre-Teen,3.47,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.38,true,Male,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Urban
13,Pre-Teen,4.95,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.38,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",Tablet,Tablet,1,Rural
13,Pre-Teen,2.48,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.39,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
13,Pre-Teen,2.93,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
13,Pre-Teen,2.18,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.39,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
13,Pre-Teen,5.85,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.39,true,Female,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Rural
13,Pre-Teen,5.87,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Female,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.255,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,2,Urban
13,Pre-Teen,5.13,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.39,true,Female,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Smartphone,Smartphone,1,Rural
13,Pre-Teen,5.53,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Female,No Health Impacts,,No Health Impacts,Laptop,Laptop,1,Urban
13,Pre-Teen,4.005,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
13,Pre-Teen,4.155,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Female,Physical Health,100.0%,Obesity Risk,Smartphone,Smartphone,2,Urban
13,Pre-Teen,5.41,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Female,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Urban
13,Pre-Teen,4.26,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.39,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
13,Pre-Teen,4.113333333333333,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,3,Urban
13,Pre-Teen,4.05,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Female,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Urban
13,Pre-Teen,3.64,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Laptop,Laptop,1,Urban
13,Pre-Teen,5.52,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.39,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Rural
13,Pre-Teen,5.735,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Female,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,2,Urban
13,Pre-Teen,4.6,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Male,Both,100.0%,"Poor Sleep, Anxiety, Obesity Risk",Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.51,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Male,Mental Health,100.0%,Anxiety,Smartphone,Smartphone,1,Urban
13,Pre-Teen,3.09,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Male,Mental Health,100.0%,Anxiety,Tablet,Tablet,1,Urban
13,Pre-Teen,3.705,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Male,No Health Impacts,,No Health Impacts,Laptop,Laptop,2,Urban
13,Pre-Teen,5.45,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.39,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
13,Pre-Teen,4.85,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
13,Pre-Teen,5.94,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.39,true,Male,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Rural
13,Pre-Teen,4.46,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Male,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Urban
13,Pre-Teen,4.445,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.39,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,2,Rural
13,Pre-Teen,4.4275,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,4,Urban
13,Pre-Teen,4.42,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.13,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.39,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Urban
13,Pre-Teen,2.42,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,false,Male,No Health Impacts,,No Health Impacts,Laptop,Laptop,1,Urban
13,Pre-Teen,2.11,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.4,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
13,Pre-Teen,2.18,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
13,Pre-Teen,5.08,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Female,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.39,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Female,Both,100.0%,"Eye Strain, Anxiety",Tablet,Tablet,1,Urban
13,Pre-Teen,3.99,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Female,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
13,Pre-Teen,3.53,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.4,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
13,Pre-Teen,5.325,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
13,Pre-Teen,3.73,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.4,true,Female,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Rural
13,Pre-Teen,5.865,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,2,Urban
13,Pre-Teen,5.21,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.4,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Laptop,Laptop,1,Rural
13,Pre-Teen,4.52,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.04,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Tablet,Tablet,1,Urban
13,Pre-Teen,4.92,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Laptop,Laptop,1,Urban
13,Pre-Teen,5.09,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.24,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.4,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
13,Pre-Teen,4.14,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
13,Pre-Teen,3.7,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Male,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Urban
13,Pre-Teen,7.1,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Male,Physical Health,100.0%,"Eye Strain, Obesity Risk",Tablet,Tablet,1,Urban
13,Pre-Teen,6,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.4,true,Male,Physical Health,100.0%,Obesity Risk,Tablet,Tablet,1,Rural
13,Pre-Teen,4.82,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Male,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Urban
13,Pre-Teen,3.4,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.4,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
13,Pre-Teen,4.46,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Male,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Urban
13,Pre-Teen,3.74,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,2,Urban
13,Pre-Teen,4.25,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.4,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Urban
13,Pre-Teen,2.75,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.41,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
13,Pre-Teen,1.68,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.41,false,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
13,Pre-Teen,2.86,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.41,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
13,Pre-Teen,2.75,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.41,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
13,Pre-Teen,7.09,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Female,Both,100.0%,"Eye Strain, Anxiety",Laptop,Laptop,1,Urban
13,Pre-Teen,4.49,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,1,Urban
13,Pre-Teen,5.22,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Female,Both,100.0%,"Poor Sleep, Anxiety, Obesity Risk",Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.49,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Female,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Tablet,Tablet,1,Urban
13,Pre-Teen,4.7,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Female,Mental Health,100.0%,Anxiety,Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.015,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
13,Pre-Teen,4.3,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
13,Pre-Teen,5.93,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Female,Physical Health,100.0%,Eye Strain,Laptop,Laptop,1,Urban
13,Pre-Teen,5.035,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.41,true,Female,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,2,Rural
13,Pre-Teen,4.61,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Female,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Urban
13,Pre-Teen,6.34,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Female,Physical Health,100.0%,"Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.56,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.41,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
13,Pre-Teen,4.54,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.41,true,Female,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Rural
13,Pre-Teen,6.14,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
13,Pre-Teen,4.13,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Urban
13,Pre-Teen,5.61,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Rural),Medium,0.41,true,Female,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Tablet,Tablet,1,Rural
13,Pre-Teen,6.26,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Laptop,Laptop,1,Urban
13,Pre-Teen,3.35,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,1,Urban
13,Pre-Teen,5.67,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Tablet,Tablet,1,Urban
13,Pre-Teen,3.45,"Portable (<30"" inch)",Screen Time Insights for Pre-Teen (Urban),Medium,0.41,true,Male,Mental Health,100.0%,Anxiety,Tablet,Tablet,1,Urban
