Age,Age_Group,Gender,Avg_Daily_Screen_Time_hr,awareness,Primary_Device,Device_Category,Screen_Size,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Health_Impact_Category,Urban_or_Rural
12,Pre-teens,Male,4.8,Need Attention,Laptop,Portable,<30,True,0.32,Poor Sleep,Mental,Urban
8,Pre-teens,Female,4.15,Need Attention,Smartphone,Portable,<30,True,0.43,Poor Sleep,Mental,Urban
13,Teenagers,Male,3.2,Need Attention,Laptop,Portable,<30,True,0.38,"Eye Strain, Anxiety",Both Physical and Mental,Urban
13,Teenagers,Female,2.93,No harm,TV,Wallmounted,>30,False,0.36,No health impacts,No Impact,Rural
10,Pre-teens,Male,1.96,No harm,TV,Wallmounted,>30,False,0.49,No health impacts,No Impact,Urban
15,Teenagers,Male,3.6,Need Attention,Smartphone,Portable,<30,True,0.36,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
8,Pre-teens,Male,7.39,Moderate Concern,TV,Wallmounted,>30,True,0.52,No health impacts,No Impact,Urban
8,Pre-teens,Female,2.17,No harm,Smartphone,Portable,<30,True,0.47,No health impacts,No Impact,Rural
13,Teenagers,Female,5.62,Need Attention,TV,Wallmounted,>30,True,0.38,"Poor Sleep, Anxiety",Mental,Rural
17,Late teens,Female,6.3,Moderate Concern,TV,Wallmounted,>30,True,0.31,"Eye Strain, Obesity Risk",Physical,Urban
8,Pre-teens,Male,2.35,No harm,Smartphone,Portable,<30,True,0.44,No health impacts,No Impact,Urban
13,Teenagers,Male,4.41,Need Attention,Tablet,Portable,<30,True,0.35,Poor Sleep,Mental,Rural
8,Pre-teens,Male,8.52,Moderate Concern,Tablet,Portable,<30,True,0.41,"Poor Sleep, Anxiety",Mental,Urban
13,Teenagers,Female,4.25,Need Attention,TV,Wallmounted,>30,True,0.35,Poor Sleep,Mental,Urban
10,Pre-teens,Female,1.9,No harm,Smartphone,Portable,<30,False,0.52,No health impacts,No Impact,Urban
15,Teenagers,Male,4.32,Need Attention,Tablet,Portable,<30,True,0.45,Poor Sleep,Mental,Urban
13,Teenagers,Male,2.73,No harm,TV,Wallmounted,>30,False,0.36,No health impacts,No Impact,Urban
18,Late teens,Male,6.54,Moderate Concern,Smartphone,Portable,<30,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
8,Pre-teens,Female,9.4,High Concern,Smartphone,Portable,<30,True,0.54,"Eye Strain, Obesity Risk",Physical,Urban
12,Pre-teens,Male,4.89,Need Attention,TV,Wallmounted,>30,True,0.39,"Poor Sleep, Anxiety",Mental,Rural
15,Teenagers,Male,6.34,Moderate Concern,TV,Wallmounted,>30,True,0.47,"Poor Sleep, Anxiety",Mental,Urban
10,Pre-teens,Male,0.0,No harm,Tablet,Portable,<30,False,0.51,No health impacts,No Impact,Rural
13,Teenagers,Male,4.9,Need Attention,Smartphone,Portable,<30,True,0.43,No health impacts,No Impact,Urban
12,Pre-teens,Male,6.21,Moderate Concern,Smartphone,Portable,<30,True,0.46,No health impacts,No Impact,Urban
13,Teenagers,Female,4.7,Need Attention,Smartphone,Portable,<30,True,0.41,Anxiety,Mental,Urban
17,Late teens,Male,3.92,Need Attention,Laptop,Portable,<30,True,0.31,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
8,Pre-teens,Male,2.06,No harm,Tablet,Portable,<30,True,0.42,No health impacts,No Impact,Rural
14,Teenagers,Female,4.17,Need Attention,Smartphone,Portable,<30,True,0.33,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
16,Teenagers,Male,6.29,Moderate Concern,Smartphone,Portable,<30,True,0.45,Poor Sleep,Mental,Urban
9,Pre-teens,Male,6.12,Moderate Concern,Smartphone,Portable,<30,True,0.46,Poor Sleep,Mental,Rural
17,Late teens,Female,5.35,Need Attention,TV,Wallmounted,>30,True,0.46,No health impacts,No Impact,Urban
12,Pre-teens,Female,3.43,Need Attention,Smartphone,Portable,<30,True,0.49,Poor Sleep,Mental,Rural
17,Late teens,Male,4.25,Need Attention,TV,Wallmounted,>30,True,0.45,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
11,Pre-teens,Male,6.72,Moderate Concern,Tablet,Portable,<30,True,0.5,Poor Sleep,Mental,Urban
13,Teenagers,Male,6.71,Moderate Concern,Tablet,Portable,<30,True,0.48,Poor Sleep,Mental,Urban
13,Teenagers,Female,4.04,Need Attention,Tablet,Portable,<30,True,0.4,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
18,Late teens,Male,7.02,Moderate Concern,Smartphone,Portable,<30,True,0.4,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
9,Pre-teens,Male,6.9,Moderate Concern,Tablet,Portable,<30,True,0.5,No health impacts,No Impact,Urban
9,Pre-teens,Male,4.47,Need Attention,Tablet,Portable,<30,True,0.47,No health impacts,No Impact,Rural
11,Pre-teens,Male,4.37,Need Attention,Smartphone,Portable,<30,True,0.39,Poor Sleep,Mental,Urban
8,Pre-teens,Female,3.15,Need Attention,Smartphone,Portable,<30,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
16,Teenagers,Male,3.46,Need Attention,Laptop,Portable,<30,True,0.33,Poor Sleep,Mental,Rural
14,Teenagers,Male,4.7,Need Attention,Smartphone,Portable,<30,True,0.38,Poor Sleep,Mental,Urban
14,Teenagers,Female,4.42,Need Attention,Smartphone,Portable,<30,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Rural
10,Pre-teens,Male,4.59,Need Attention,Smartphone,Portable,<30,True,0.54,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
18,Late teens,Female,5.49,Need Attention,Tablet,Portable,<30,True,0.35,Poor Sleep,Mental,Urban
10,Pre-teens,Female,6.03,Moderate Concern,Smartphone,Portable,<30,True,0.45,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
8,Pre-teens,Female,0.0,No harm,Smartphone,Portable,<30,False,0.49,No health impacts,No Impact,Urban
10,Pre-teens,Male,9.16,High Concern,TV,Wallmounted,>30,True,0.56,No health impacts,No Impact,Urban
10,Pre-teens,Female,4.38,Need Attention,Smartphone,Portable,<30,True,0.59,"Eye Strain, Anxiety",Both Physical and Mental,Urban
11,Pre-teens,Female,4.42,Need Attention,Laptop,Portable,<30,True,0.32,No health impacts,No Impact,Urban
11,Pre-teens,Male,3.56,Need Attention,Smartphone,Portable,<30,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
10,Pre-teens,Female,5.03,Need Attention,TV,Wallmounted,>30,True,0.4,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
17,Late teens,Male,4.92,Need Attention,TV,Wallmounted,>30,True,0.34,No health impacts,No Impact,Urban
15,Teenagers,Male,3.65,Need Attention,TV,Wallmounted,>30,True,0.34,"Anxiety, Obesity Risk",Both Physical and Mental,Urban
15,Teenagers,Female,3.6,Need Attention,Smartphone,Portable,<30,True,0.44,Eye Strain,Physical,Rural
8,Pre-teens,Female,4.93,Need Attention,TV,Wallmounted,>30,True,0.43,No health impacts,No Impact,Urban
14,Teenagers,Male,5.58,Need Attention,Smartphone,Portable,<30,True,0.4,Poor Sleep,Mental,Urban
18,Late teens,Male,4.08,Need Attention,Smartphone,Portable,<30,True,0.34,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
9,Pre-teens,Male,4.46,Need Attention,Smartphone,Portable,<30,True,0.51,Anxiety,Mental,Urban
8,Pre-teens,Male,7.89,Moderate Concern,Tablet,Portable,<30,True,0.5,No health impacts,No Impact,Urban
10,Pre-teens,Male,6.81,Moderate Concern,TV,Wallmounted,>30,True,0.5,"Poor Sleep, Anxiety",Mental,Rural
11,Pre-teens,Female,3.89,Need Attention,TV,Wallmounted,>30,True,0.44,Poor Sleep,Mental,Urban
13,Teenagers,Male,6.04,Moderate Concern,TV,Wallmounted,>30,True,0.47,No health impacts,No Impact,Urban
17,Late teens,Male,4.9,Need Attention,Laptop,Portable,<30,True,0.41,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
12,Pre-teens,Female,5.0,Need Attention,Smartphone,Portable,<30,True,0.41,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
11,Pre-teens,Male,5.8,Need Attention,Smartphone,Portable,<30,True,0.39,Obesity Risk,Physical,Urban
15,Teenagers,Female,4.68,Need Attention,Laptop,Portable,<30,True,0.32,No health impacts,No Impact,Rural
18,Late teens,Male,5.82,Need Attention,TV,Wallmounted,>30,True,0.38,Poor Sleep,Mental,Urban
11,Pre-teens,Female,3.21,Need Attention,Smartphone,Portable,<30,True,0.44,Poor Sleep,Mental,Rural
17,Late teens,Male,6.25,Moderate Concern,Laptop,Portable,<30,True,0.43,"Poor Sleep, Anxiety, Obesity Risk",Both Physical and Mental,Rural
9,Pre-teens,Female,6.54,Moderate Concern,Smartphone,Portable,<30,True,0.43,Poor Sleep,Mental,Rural
10,Pre-teens,Male,3.93,Need Attention,Smartphone,Portable,<30,True,0.49,"Poor Sleep, Anxiety",Mental,Urban
13,Teenagers,Female,2.19,No harm,TV,Wallmounted,>30,False,0.48,No health impacts,No Impact,Urban
15,Teenagers,Female,4.99,Need Attention,Smartphone,Portable,<30,True,0.35,"Poor Sleep, Anxiety",Mental,Rural
15,Teenagers,Female,2.46,No harm,TV,Wallmounted,>30,False,0.35,No health impacts,No Impact,Rural
18,Late teens,Female,3.63,Need Attention,Smartphone,Portable,<30,True,0.4,"Poor Sleep, Anxiety",Mental,Urban
16,Teenagers,Male,4.11,Need Attention,Smartphone,Portable,<30,True,0.46,Eye Strain,Physical,Rural
14,Teenagers,Male,5.15,Need Attention,Smartphone,Portable,<30,True,0.4,Poor Sleep,Mental,Rural
9,Pre-teens,Male,1.14,No harm,Smartphone,Portable,<30,False,0.48,No health impacts,No Impact,Urban
15,Teenagers,Female,3.78,Need Attention,Smartphone,Portable,<30,True,0.4,"Poor Sleep, Anxiety, Obesity Risk",Both Physical and Mental,Urban
14,Teenagers,Female,6.21,Moderate Concern,Smartphone,Portable,<30,True,0.34,Eye Strain,Physical,Urban
15,Teenagers,Male,5.06,Need Attention,TV,Wallmounted,>30,True,0.47,No health impacts,No Impact,Urban
10,Pre-teens,Female,0.0,No harm,TV,Wallmounted,>30,False,0.59,No health impacts,No Impact,Urban
14,Teenagers,Female,3.29,Need Attention,Smartphone,Portable,<30,True,0.44,Poor Sleep,Mental,Urban
17,Late teens,Male,5.51,Need Attention,TV,Wallmounted,>30,True,0.33,"Poor Sleep, Anxiety",Mental,Urban
16,Teenagers,Male,5.59,Need Attention,Smartphone,Portable,<30,True,0.41,Anxiety,Mental,Urban
10,Pre-teens,Female,0.0,No harm,Smartphone,Portable,<30,False,0.51,No health impacts,No Impact,Urban
17,Late teens,Female,4.77,Need Attention,Laptop,Portable,<30,True,0.33,Poor Sleep,Mental,Rural
13,Teenagers,Female,3.44,Need Attention,Smartphone,Portable,<30,True,0.44,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
9,Pre-teens,Male,6.97,Moderate Concern,Tablet,Portable,<30,True,0.52,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
9,Pre-teens,Female,3.98,Need Attention,TV,Wallmounted,>30,True,0.52,No health impacts,No Impact,Urban
12,Pre-teens,Female,3.52,Need Attention,Laptop,Portable,<30,True,0.41,No health impacts,No Impact,Urban
12,Pre-teens,Female,5.88,Need Attention,Smartphone,Portable,<30,True,0.4,No health impacts,No Impact,Rural
14,Teenagers,Female,4.91,Need Attention,Laptop,Portable,<30,True,0.39,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
9,Pre-teens,Male,6.05,Moderate Concern,Smartphone,Portable,<30,True,0.5,Poor Sleep,Mental,Urban
18,Late teens,Male,3.85,Need Attention,TV,Wallmounted,>30,True,0.4,Poor Sleep,Mental,Urban
14,Teenagers,Male,6.09,Moderate Concern,Laptop,Portable,<30,True,0.46,No health impacts,No Impact,Urban
12,Pre-teens,Male,4.64,Need Attention,Laptop,Portable,<30,True,0.42,"Poor Sleep, Anxiety",Mental,Urban
13,Teenagers,Female,4.47,Need Attention,Smartphone,Portable,<30,True,0.32,Poor Sleep,Mental,Rural
15,Teenagers,Female,5.6,Need Attention,TV,Wallmounted,>30,True,0.47,No health impacts,No Impact,Rural
17,Late teens,Male,4.05,Need Attention,Smartphone,Portable,<30,True,0.4,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
11,Pre-teens,Female,6.36,Moderate Concern,Smartphone,Portable,<30,True,0.33,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
14,Teenagers,Male,4.29,Need Attention,TV,Wallmounted,>30,True,0.37,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
13,Teenagers,Male,4.69,Need Attention,Smartphone,Portable,<30,True,0.49,Poor Sleep,Mental,Urban
17,Late teens,Female,4.01,Need Attention,Smartphone,Portable,<30,True,0.34,Eye Strain,Physical,Urban
9,Pre-teens,Female,5.38,Need Attention,Smartphone,Portable,<30,True,0.47,Poor Sleep,Mental,Urban
15,Teenagers,Male,4.75,Need Attention,Smartphone,Portable,<30,True,0.38,Obesity Risk,Physical,Rural
17,Late teens,Male,4.21,Need Attention,Tablet,Portable,<30,True,0.41,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
16,Teenagers,Female,4.3,Need Attention,Laptop,Portable,<30,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
12,Pre-teens,Male,4.23,Need Attention,TV,Wallmounted,>30,True,0.41,Poor Sleep,Mental,Urban
17,Late teens,Male,4.14,Need Attention,Smartphone,Portable,<30,True,0.32,No health impacts,No Impact,Urban
11,Pre-teens,Male,3.38,Need Attention,Tablet,Portable,<30,True,0.31,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
13,Teenagers,Male,3.57,Need Attention,Laptop,Portable,<30,True,0.38,Poor Sleep,Mental,Rural
15,Teenagers,Female,3.27,Need Attention,TV,Wallmounted,>30,True,0.47,"Poor Sleep, Anxiety",Mental,Rural
18,Late teens,Male,5.54,Need Attention,Smartphone,Portable,<30,True,0.36,Eye Strain,Physical,Urban
10,Pre-teens,Female,7.69,Moderate Concern,Smartphone,Portable,<30,True,0.48,"Poor Sleep, Anxiety",Mental,Urban
17,Late teens,Female,4.06,Need Attention,Smartphone,Portable,<30,True,0.45,Eye Strain,Physical,Urban
18,Late teens,Male,5.17,Need Attention,TV,Wallmounted,>30,True,0.43,No health impacts,No Impact,Urban
18,Late teens,Female,4.18,Need Attention,TV,Wallmounted,>30,True,0.38,Anxiety,Mental,Rural
8,Pre-teens,Male,3.6,Need Attention,Smartphone,Portable,<30,True,0.41,Poor Sleep,Mental,Urban
11,Pre-teens,Female,3.57,Need Attention,Smartphone,Portable,<30,True,0.49,No health impacts,No Impact,Urban
11,Pre-teens,Male,5.53,Need Attention,Smartphone,Portable,<30,True,0.49,Anxiety,Mental,Urban
8,Pre-teens,Male,5.76,Need Attention,TV,Wallmounted,>30,True,0.45,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
16,Teenagers,Male,5.6,Need Attention,TV,Wallmounted,>30,True,0.33,Poor Sleep,Mental,Rural
10,Pre-teens,Male,4.53,Need Attention,Smartphone,Portable,<30,True,0.57,No health impacts,No Impact,Urban
12,Pre-teens,Female,3.78,Need Attention,Laptop,Portable,<30,True,0.33,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
13,Teenagers,Female,3.68,Need Attention,Smartphone,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
15,Teenagers,Female,3.87,Need Attention,Smartphone,Portable,<30,True,0.33,Poor Sleep,Mental,Urban
13,Teenagers,Male,4.61,Need Attention,Smartphone,Portable,<30,True,0.32,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
10,Pre-teens,Female,2.24,No harm,TV,Wallmounted,>30,True,0.42,No health impacts,No Impact,Rural
13,Teenagers,Female,4.4,Need Attention,Smartphone,Portable,<30,True,0.46,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
8,Pre-teens,Female,7.4,Moderate Concern,Smartphone,Portable,<30,True,0.44,Poor Sleep,Mental,Rural
11,Pre-teens,Female,1.95,No harm,Tablet,Portable,<30,False,0.37,No health impacts,No Impact,Urban
13,Teenagers,Male,4.27,Need Attention,Laptop,Portable,<30,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
14,Teenagers,Male,4.83,Need Attention,TV,Wallmounted,>30,True,0.47,Eye Strain,Physical,Urban
18,Late teens,Male,5.39,Need Attention,TV,Wallmounted,>30,True,0.36,Poor Sleep,Mental,Urban
18,Late teens,Female,4.71,Need Attention,Laptop,Portable,<30,True,0.34,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
17,Late teens,Male,6.48,Moderate Concern,Smartphone,Portable,<30,True,0.3,No health impacts,No Impact,Urban
10,Pre-teens,Male,7.45,Moderate Concern,Smartphone,Portable,<30,True,0.47,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
16,Teenagers,Male,4.86,Need Attention,Smartphone,Portable,<30,True,0.39,Poor Sleep,Mental,Rural
14,Teenagers,Male,5.01,Need Attention,Laptop,Portable,<30,True,0.47,Poor Sleep,Mental,Urban
8,Pre-teens,Male,6.81,Moderate Concern,TV,Wallmounted,>30,True,0.52,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
9,Pre-teens,Male,6.08,Moderate Concern,Tablet,Portable,<30,True,0.42,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
8,Pre-teens,Female,4.82,Need Attention,Smartphone,Portable,<30,True,0.49,Anxiety,Mental,Rural
18,Late teens,Male,3.36,Need Attention,Tablet,Portable,<30,True,0.48,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
16,Teenagers,Male,4.89,Need Attention,Smartphone,Portable,<30,True,0.39,"Eye Strain, Anxiety, Obesity Risk",Both Physical and Mental,Rural
16,Teenagers,Male,6.13,Moderate Concern,Smartphone,Portable,<30,True,0.37,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
14,Teenagers,Female,3.74,Need Attention,Laptop,Portable,<30,True,0.33,"Eye Strain, Anxiety, Obesity Risk",Both Physical and Mental,Rural
17,Late teens,Female,3.14,Need Attention,Smartphone,Portable,<30,True,0.42,Eye Strain,Physical,Urban
10,Pre-teens,Female,6.13,Moderate Concern,Smartphone,Portable,<30,True,0.46,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
12,Pre-teens,Female,2.4,No harm,Smartphone,Portable,<30,False,0.42,No health impacts,No Impact,Rural
11,Pre-teens,Male,2.6,No harm,Laptop,Portable,<30,False,0.45,No health impacts,No Impact,Urban
14,Teenagers,Female,3.73,Need Attention,TV,Wallmounted,>30,True,0.41,Poor Sleep,Mental,Urban
16,Teenagers,Male,4.22,Need Attention,Smartphone,Portable,<30,True,0.49,Poor Sleep,Mental,Urban
9,Pre-teens,Male,1.06,No harm,TV,Wallmounted,>30,False,0.55,No health impacts,No Impact,Urban
15,Teenagers,Female,6.01,Moderate Concern,TV,Wallmounted,>30,True,0.45,Poor Sleep,Mental,Rural
16,Teenagers,Male,5.06,Need Attention,Tablet,Portable,<30,True,0.34,No health impacts,No Impact,Urban
17,Late teens,Male,6.05,Moderate Concern,Smartphone,Portable,<30,True,0.32,Poor Sleep,Mental,Urban
17,Late teens,Female,5.84,Need Attention,TV,Wallmounted,>30,True,0.43,Poor Sleep,Mental,Urban
16,Teenagers,Female,7.69,Moderate Concern,Tablet,Portable,<30,True,0.43,"Poor Sleep, Anxiety",Mental,Urban
17,Late teens,Male,4.22,Need Attention,TV,Wallmounted,>30,True,0.34,No health impacts,No Impact,Urban
14,Teenagers,Male,4.04,Need Attention,Smartphone,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
16,Teenagers,Male,4.36,Need Attention,Tablet,Portable,<30,True,0.35,No health impacts,No Impact,Urban
16,Teenagers,Female,5.77,Need Attention,TV,Wallmounted,>30,True,0.48,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
10,Pre-teens,Female,9.74,High Concern,Smartphone,Portable,<30,True,0.41,No health impacts,No Impact,Rural
11,Pre-teens,Male,4.54,Need Attention,Smartphone,Portable,<30,True,0.48,Poor Sleep,Mental,Rural
9,Pre-teens,Male,4.41,Need Attention,Smartphone,Portable,<30,True,0.6,Poor Sleep,Mental,Urban
17,Late teens,Female,5.73,Need Attention,Smartphone,Portable,<30,True,0.4,Eye Strain,Physical,Urban
10,Pre-teens,Female,2.14,No harm,TV,Wallmounted,>30,True,0.48,No health impacts,No Impact,Urban
18,Late teens,Female,5.92,Need Attention,TV,Wallmounted,>30,True,0.44,Poor Sleep,Mental,Urban
18,Late teens,Male,4.47,Need Attention,Smartphone,Portable,<30,True,0.34,"Poor Sleep, Anxiety",Mental,Urban
12,Pre-teens,Female,6.87,Moderate Concern,Laptop,Portable,<30,True,0.4,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
12,Pre-teens,Female,3.2,Need Attention,Smartphone,Portable,<30,True,0.42,Poor Sleep,Mental,Urban
13,Teenagers,Female,4.4,Need Attention,TV,Wallmounted,>30,True,0.37,Obesity Risk,Physical,Urban
14,Teenagers,Male,5.62,Need Attention,Tablet,Portable,<30,True,0.37,"Poor Sleep, Anxiety, Obesity Risk",Both Physical and Mental,Urban
14,Teenagers,Female,4.4,Need Attention,Laptop,Portable,<30,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
8,Pre-teens,Male,6.54,Moderate Concern,Tablet,Portable,<30,True,0.46,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
9,Pre-teens,Female,5.19,Need Attention,Tablet,Portable,<30,True,0.57,Poor Sleep,Mental,Urban
16,Teenagers,Female,4.55,Need Attention,Laptop,Portable,<30,True,0.41,Poor Sleep,Mental,Urban
17,Late teens,Male,3.98,Need Attention,Laptop,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
9,Pre-teens,Male,7.76,Moderate Concern,Smartphone,Portable,<30,True,0.54,No health impacts,No Impact,Urban
13,Teenagers,Male,3.54,Need Attention,Laptop,Portable,<30,True,0.38,Poor Sleep,Mental,Urban
18,Late teens,Male,3.54,Need Attention,Laptop,Portable,<30,True,0.36,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
18,Late teens,Male,3.99,Need Attention,Tablet,Portable,<30,True,0.44,Poor Sleep,Mental,Urban
8,Pre-teens,Male,2.49,No harm,Tablet,Portable,<30,True,0.56,No health impacts,No Impact,Rural
10,Pre-teens,Female,6.27,Moderate Concern,Smartphone,Portable,<30,True,0.47,Poor Sleep,Mental,Urban
9,Pre-teens,Male,3.49,Need Attention,Tablet,Portable,<30,True,0.54,Poor Sleep,Mental,Urban
10,Pre-teens,Female,3.8,Need Attention,TV,Wallmounted,>30,True,0.53,Poor Sleep,Mental,Urban
12,Pre-teens,Male,4.46,Need Attention,TV,Wallmounted,>30,True,0.39,Poor Sleep,Mental,Urban
18,Late teens,Female,5.64,Need Attention,Tablet,Portable,<30,True,0.31,Eye Strain,Physical,Urban
17,Late teens,Male,6.03,Moderate Concern,Tablet,Portable,<30,True,0.42,Obesity Risk,Physical,Rural
13,Teenagers,Female,3.89,Need Attention,Smartphone,Portable,<30,True,0.44,Eye Strain,Physical,Urban
16,Teenagers,Male,3.86,Need Attention,Smartphone,Portable,<30,True,0.38,No health impacts,No Impact,Urban
18,Late teens,Male,6.46,Moderate Concern,TV,Wallmounted,>30,True,0.42,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
17,Late teens,Male,4.15,Need Attention,Smartphone,Portable,<30,True,0.49,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
11,Pre-teens,Female,6.06,Moderate Concern,Smartphone,Portable,<30,True,0.42,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
14,Teenagers,Female,3.32,Need Attention,Laptop,Portable,<30,True,0.5,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
13,Teenagers,Female,3.99,Need Attention,Laptop,Portable,<30,True,0.31,Poor Sleep,Mental,Urban
9,Pre-teens,Female,0.91,No harm,Smartphone,Portable,<30,False,0.5,No health impacts,No Impact,Rural
17,Late teens,Male,4.72,Need Attention,Smartphone,Portable,<30,True,0.38,Poor Sleep,Mental,Urban
18,Late teens,Female,5.66,Need Attention,Smartphone,Portable,<30,True,0.35,Poor Sleep,Mental,Urban
18,Late teens,Female,4.41,Need Attention,Smartphone,Portable,<30,True,0.38,Poor Sleep,Mental,Rural
18,Late teens,Female,5.05,Need Attention,Tablet,Portable,<30,True,0.49,No health impacts,No Impact,Urban
15,Teenagers,Female,6.33,Moderate Concern,Laptop,Portable,<30,True,0.36,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
14,Teenagers,Female,5.17,Need Attention,Smartphone,Portable,<30,True,0.42,Poor Sleep,Mental,Urban
14,Teenagers,Male,4.24,Need Attention,Laptop,Portable,<30,True,0.4,Anxiety,Mental,Urban
15,Teenagers,Female,3.44,Need Attention,Laptop,Portable,<30,True,0.49,No health impacts,No Impact,Urban
18,Late teens,Male,6.08,Moderate Concern,TV,Wallmounted,>30,True,0.44,Poor Sleep,Mental,Urban
8,Pre-teens,Female,9.05,High Concern,Smartphone,Portable,<30,True,0.53,Poor Sleep,Mental,Urban
8,Pre-teens,Male,4.09,Need Attention,TV,Wallmounted,>30,True,0.47,Poor Sleep,Mental,Rural
15,Teenagers,Female,3.23,Need Attention,Smartphone,Portable,<30,True,0.41,Anxiety,Mental,Urban
11,Pre-teens,Male,3.69,Need Attention,Smartphone,Portable,<30,True,0.44,Eye Strain,Physical,Urban
12,Pre-teens,Female,4.65,Need Attention,Smartphone,Portable,<30,True,0.45,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
15,Teenagers,Female,4.72,Need Attention,Laptop,Portable,<30,True,0.31,No health impacts,No Impact,Rural
12,Pre-teens,Female,5.33,Need Attention,Smartphone,Portable,<30,True,0.48,Poor Sleep,Mental,Rural
17,Late teens,Female,3.72,Need Attention,Smartphone,Portable,<30,True,0.47,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
11,Pre-teens,Female,0.95,No harm,Smartphone,Portable,<30,False,0.41,No health impacts,No Impact,Urban
13,Teenagers,Female,4.82,Need Attention,TV,Wallmounted,>30,True,0.43,No health impacts,No Impact,Urban
12,Pre-teens,Male,4.5,Need Attention,Laptop,Portable,<30,True,0.4,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
14,Teenagers,Male,6.83,Moderate Concern,Smartphone,Portable,<30,True,0.3,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
17,Late teens,Male,3.59,Need Attention,Smartphone,Portable,<30,True,0.5,Anxiety,Mental,Urban
14,Teenagers,Male,5.77,Need Attention,Smartphone,Portable,<30,True,0.38,No health impacts,No Impact,Urban
11,Pre-teens,Female,5.27,Need Attention,TV,Wallmounted,>30,True,0.34,Poor Sleep,Mental,Rural
12,Pre-teens,Female,5.27,Need Attention,Tablet,Portable,<30,True,0.49,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
10,Pre-teens,Female,2.36,No harm,Tablet,Portable,<30,True,0.46,No health impacts,No Impact,Rural
11,Pre-teens,Female,5.73,Need Attention,TV,Wallmounted,>30,True,0.42,Anxiety,Mental,Rural
11,Pre-teens,Female,5.66,Need Attention,Laptop,Portable,<30,True,0.44,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
10,Pre-teens,Male,3.47,Need Attention,Smartphone,Portable,<30,True,0.41,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
